MIR_ID	Rcc1_miR_prog	Rcc10_miR_nonprog	Rcc11_miR_prog	Rcc12_miR_nonprog	Rcc13_miR_nonprog	Rcc15_miR_nonprog	Rcc16_miR_nonprog	Rcc17_miR_nonprog	Rcc18_miR_nonprog	Rcc19_miR_nonprog	Rcc2_miR_prog	Rcc20_miR_nonprog	Rcc21_miR_nonprog	Rcc22_miR_nonprog	Rcc23_miR_nonprog	Rcc3_miR_prog	Rcc4_miR_nonprog	Rcc5_miR_prog	Rcc7_miR_nonprog	Rcc8_miR_prog	Rcc9_miR_prog
miR-376a-1-5p	0	14	11	6	0	0	0	2	1	3	7	0	5	6	2	0	1	7	1	0	0
miR-433-5p	0	14	26	0	18	1	16	16	2	16	1	8	14	2	12	12	25	9	0	0	8
miR-1227-3p	0	14	8	2	6	7	1	4	10	0	2	0	1	0	3	2	0	0	0	0	0
miR-618-3p	0	14	10	0	6	1	0	11	1	3	7	2	4	0	7	0	4	3	0	3	3
miR-3153-5p	0	14	4	5	3	1	4	9	3	1	2	22	2	0	2	0	1	6	3	3	7
miR-1262-5p	0	13	9	9	6	10	2	4	15	17	5	3	6	1	7	3	1	3	2	3	3
miR-6132-3p	0	13	3	0	2	0	0	5	19	4	2	4.5	10	5	6	6	0	3	0	2	7
miR-548m-5p	0	13	6	1	4	3	3	1	0	0	8	0	0	2	7	7	13	8	2	0	3
miR-3117-3p	0	13	4	4	3	2	9	7	5	26	1	0	6	3	0	0	0	16	0	0	1
miR-548aw-5p	0	13	0	2	0	0	3	5	7	16	1	0	7	0	6	2	2	2	0	0	0
miR-409-5p	0	13	24	2	15	0	3	10	39	18	9	0	31	3	20	4	0	38	0	4	3
miR-4303-3p	0	13	6	8	1	0	6	10	4	5	5	1	6	3	8	0	8	0	1	0	3
miR-4447-5p	0	13	2	17	20	7	48	20	4	9	17	0	13	6	9	6	12	2	5	0	15
miR-381-5p	0	13	18	47	8	9	6	9	14	18	35	0	10	5	8	6	14	29	3	29	25
miR-8072-3p	0	13	6	0	0	5	3	8	4	9	7	9	7	2	5	4	2	5	1	1	0
miR-6747-3p	0	13	7	0	7	12	2	6	7	12	7	17	1	5	8	3	6	5	3	2	5
miR-4753-5p	0	13	0	0	2	0	1	1	4	0	0	0	0	0	0	1	0	1	0	3	0
miR-154-3p	0	13	10	4	8	0	5	18	50	19	10	0	24	0	3	2	0	60	0	0	0
miR-6516-5p	0	13	12	5	14	8	1	13	14	2	4	0	6	0	0	2	0	5	0	0	4
miR-548f-4-3p	0	13	0	0	0	0	0	2	0	2	0	0	5.5	0	2	0	0	2	0	0	5
miR-579-3p	0	13	4	0	10	3	2	16	7	3	8	1	7	0	9	6	0	5	0	0	4
miR-4472-2-3p	0	12.33333333	10.5	12	16.66666667	7	7	20.66666667	21	15	15.33333333	28	12.33333333	13.66666667	13.33333333	8	26.66666667	12.33333333	7.666666667	10	12.33333333
miR-4742-3p	0	12	5	5.5	0	20	13	1	7	8	1	0	5	0	7	0	0	7	2	1	5
miR-4650-2-5p	0	12	12	13	7	13	8	7	10	8	7	20	24	3	4	4	0	3	11	2	0
miR-4275-5p	0	12	4	1	2	4	5	7	10	1	2	0	20	1	27	10	10	5	5	2	9
miR-2113-3p	0	12	5	0	8	6	0	4	3	2	15	6	2	2	14	6	0	9	6	7	2
miR-3145-5p	0	12	4	0	3	0	0	2	16	8	0	0	4	7	5	6	0	4	0	0	0
miR-509-2-3p	0	12	17	2	22	0	0	7	31	10	19	4	31	5	31	18	0	19	6	0	1
miR-376a-3p	0	12	13	0	16	1	0	11	17	17	0	0	15	1	6	0	0	56	0	0	0
miR-675-3p	0	12	6	3	3	5	0	11	22	2	23	0	11	0	5	6	38	16	0	3	1
miR-1248	0	12	16	2	14	0	17	6	13	10	12	0	4	0	5	7	0	27	0	0	0
miR-3134-5p	0	12	5	8	0	27	2	13	14	12	9	0	6	4	18	4	0	6	2	0	0
miR-6511a-4-3p	0	12	8	0	8	20	5	11	18	2.666666667	5	0	10	0	3	3	0	10	7	0	0
miR-6769b-3p	0	12	4	5	0	2	1	12	11	1	0	6	9	2	5	5	0	15	2	25	12
miR-3146-5p	0	12	7	2	6	0	1	6	5	6	5	0	8	0	10	4	7	9	2	0	0
miR-548al-3p	0	12	2	0	4	16	0	3	3	12	5	0	8	0	1	4	8	12	4	0	7
miR-4311-5p	0	12	4	5	2	2	0	10	3	17	7	5	7	13	6	3	0	4	10	0	14
miR-1273c-5p	0	12	18	8	23	0	9	19	9	11	11	14	7	5	5	16	0	17	4	19	9
miR-1295a	0	12	2	0	0	0	0	5	0	0	0	0	4	1	3	3	14	0	0	0	4
miR-548ba-3p	0	11.95192308	1	1	17.5	10.8	4.375	7.875	0.875	0	0	0	5	0	0	0	0	0.4	1	2	3
miR-320b-2-3p	0	11.83333333	3	31.5	6.5	22	36	12	60	13.5	20	54.5	12.5	13.5	21	7	8	16.5	16	52	6
miR-3664-3p	0	11	7	0	14	0	0	2	2	11	0	0	2	0	1	4	0	4	0	1	2
miR-4647-5p	0	11	7	11	2	2	6	10	8	2	11	5	0	6	1	1	0	1	8	9	4
miR-4685-3p	0	11	8	2	4	24	2	10	7	1	2	16.5	6	11	4	2	0	2	4	7	1
miR-6730-3p	0	11	4	5	0	4	12	4	4	10	1	1	21	1	5	4	6	3	3	0	0
miR-10397-5p	0	11	5	2	1	21	4	18	20	8	5	0	13	1	21	4	1	4	0	0	0
miR-205-3p	0	11	1	6	0	19	15	8	2	0	2	9	2	1	4	5	0	7	1	5	6
miR-3124-3p	0	11	2	0	11	0	0	4	2	2	0	0	8	3	1	1	0	0	0	0	0
miR-4647-3p	0	11	26	0	6	6	10	15	3	22	16	0	16	10	1	23	23	41	1	0	8
miR-1180-5p	0	11	8	2	0	0	0	2	7	0	0	1	6	5	0	3	0	1	1	0	0
miR-4274-3p	0	11	4	0	1	2	0	1	3	8	0	3	11	0	4	2	6	8	0	0	1
miR-4636	0	11	5	0	15	0	0	16	0	3	0	0	10	7	11	2	0	2	5	0	0
miR-6089-2-3p	0	11	0	1	8	3	0	4	10	7	4	3	0	2	1	1	0	3	5	3	9
miR-3662-3p	0	11	1	6	4	3	1	10	7	6	7	7	1	5	5	3	0	6	1	0	5
miR-412-3p	0	11	4	1	1	4	9	2	2	4	8	0	6	1	7	6	12	9	0	0	0
miR-3692-3p	0	11	5	1	5	5	0	7	11	4	1	0	0	0	5	11	0	8	0	0	0
miR-3920-5p	0	11	3	1	2	1	1	4	9	1	0	8	0	0	1	3	0	0	0	0	0
miR-4768-5p	0	11	4	1	0	0	7	9	4	3	1	9	7	1	2	0	0	8	0	2	1
miR-346-5p	0	11	3	1	5	6	13	1	8	7	8	11	10	10	3	0	0	1	1	0	15
miR-3923-3p	0	11	4	3	7	2	4	3	5	0	1	2	8	0	6	3	0	4	0	5	1
miR-337-5p	0	11	7	2	4	12	2	14	13	17	8	0	13	4	11	3	1	20	1	0	0
miR-554-5p	0	11	0	1	0	0	3	3	0	0	3	0	4	1	0	2	0	2	0	1	1
miR-548i-4-5p	0	10.8	12	2.6	20	13.6	3	26.2	4.8	10.57142857	18.2	0	2.285714286	4	17	3	3	5	5	0	1
miR-548ap-3p	0	10.45	9	4	0	1	8	7.75	8	0	5	10	10	4	10	2	1	2	2	2	12
miR-548v-5p	0	10.2962963	0.111111111	0.074074074	11.23333333	11.25793651	2	0.111111111	16.42857143	5.369047619	0	0	0.169642857	4.074074074	2	1.348148148	0	2.107142857	0	0	4.148148148
miR-2116-3p	0	10	7	0	4	0	2	6	9	5	0	6	3	2	3	2	14	12	0	2	0
miR-6833-3p	0	10	9	4	4	6	5	0	6	7	2	9	3	1	2	4	0	1	3	0	5
miR-1248-3p	0	10	4	2	3	4	5	0	2	1	7.666666667	0	5	0	8	0	14	9	1	1	0
miR-559-3p	0	10	2	3	7	0	7	3	3	2	5	0	6	0	12	2	0	8	0	2	0
miR-609-5p	0	10	4	1	0	2	0	3	10	2	5	0	2	0	2	5	0	15	3	1	8
miR-5585-5p	0	10	4	4	0	0	6	11	7	16	18	21	9	2	14	1	0	9	2	0	7
miR-19b-1-5p	0	10	2	7	2	4	2	1	4	2	0	8	5	4	4	2	4	2	0	5	3
miR-4455-5p	0	10	19	19	2	16	10	16	58	0	6	46	49	3	6	3	11	3	3	37	6
miR-559-5p	0	10	0	0.5	1	0	1	2	1	2	0	2	3.5	2	0	4	0	4	0	0	1
miR-411-3p	0	10	11	3	5	0	11	8	20	13	2	0	5.5	0	4	6	4	18.5	0	0	0
miR-4527-5p	0	10	13	7	6	4	7	15	9	8	12	0	4	1	3	8	10	8	15	8	5
miR-3126-3p	0	10	0	0	2	0	0	6	11	1	0	0	4	1	5	0	6	4	0	0	0
miR-3118-1-3p	0	10	0	0	20	0	7	17	1	0	11	0	4	0	5	1	10	16	0	0	3
miR-6799-3p	0	10	5	0	0	2	0	1	0	3	5	0	2	0	2	2	0	6	0	4	0
miR-3157-3p	0	10	0	2	5	0	1	1	2	3	0	0	1	0	0	1	0	4	1	0	1
miR-1246	0	10	10	2	13	13	21	2	45	2	13	0	5	2	11	1	5	23	2	2	6
miR-1537-3p	0	10	0	0	0	0	3	3	11	0	2	3	16	0	0	0	0	5	0	0	0
miR-4430-5p	0	10	12	27	14	13	11	6	0	10	18	33	7	6	2	4	5	18	22	4	27
miR-1908-5p	0	10	5	4	9	18	5	7	13	11	5	7	5	11	7	1	0	8	15	7	19
miR-499b-5p	0	10	9	13	18	12	3	1	7	5	14	1	4	4	2	5	4	6	7	0	0
miR-3941-3p	0	10	3	1	1	6	1	4	6	5	0	0	2	2	2	7	8	6	1	0	0
miR-3907-5p	0	10	5	15	4	11	2	9	4	8	2	2	11	5	8	6	7	3	4	25	3
miR-374c-3p	0	9.5	9	0	1	4	2	1.666666667	2	0	4	0	2	0	0	2	0	3	2	0	0
miR-4258-3p	0	9	3	7	5	6	1	6	3	0	3	7	3	4	0	6	1	3	8	8	5
miR-301b-3p	0	9	6	0	2	0	0	12	5	6	12	0	8	1	7	3	0	4	2	0	0
miR-4725-5p	0	9	1	3	0	6	2	7	5	3	6	0	10	11	15	3	9	2	1	1	4
miR-216a-5p	0	9	5	3	15	21	2	4	12	34	3	0	10	10	19	4	5	22	10	5	2
miR-2110	0	9	0	3	9	5	4	3	6	0	3	26	7	7	7	8	0	4	2	0	0
miR-6508-3p	0	9	4	2	0	9	0	5	0	4	9	0	4	5	5	0	0	13	4	0	0
miR-6797-5p	0	9	6	6	1	8	0	2	14	0	3	7	0	2	0	1	0	0	2	0	6
miR-8080-3p	0	9	0	0	0	1	1	1	0	0	0	0	1	4	3	2	7	1	1	4	0
miR-5191-5p	0	9	0	8	9	3	2	8	1	5	0	9	10	1	1	0	0	4	6	11	4
miR-4707-5p	0	9	6	1	19	10	9	2	14	5	34	0	6	5	5	5	3	5	11	0	7
miR-665-3p	0	9	18	5	3	11	8	6	28	12	8	11	14	11	9	5	3	18	2	11	7
miR-5696-3p	0	9	0	0	2	6	0	1	13	4	0	0	0	0	0	0	1	12	0	0	0
miR-555-3p	0	9	2	0	6	0	2	3	4	0	0	0	1	0	2	4	0	6	4	6	0
miR-6784-3p	0	9	3	6	10	3	0	4	12	1	19	1	1	1	3	9	13	17	3	0	6
miR-3937-5p	0	9	12	5	10	12	5	4	14	3	21	3	3	1	7	11	22	18	5	0	6
miR-3177-3p	0	9	7	6	0	4	1	0	10	0	1	0	2	0	0	2	0	3	0	0	5
miR-659-3p	0	9	1	0	4	0	0	0	1	0	0	0	1	7	0	3	0	0	0	3	0
miR-95-5p	0	9	12	1	7	1	6	14	9	8	6	9	11	3	8	2	0	7	0	4	9
miR-1256-5p	0	9	3	17	8	17	13	11	2	4	4	6	16	8	2	4	0	4	1	0	0
miR-3657-5p	0	9	2	3	3	2	0	4	8	9	6	4	7	7	3	2	0	3	4	1	0
miR-7847-3p	0	9	12	7	2	1	10	9	16	11	8	1	1	6	4	6	2	9	6	19	8
miR-4259-3p	0	9	6	8	4	13	1	11	5	0	26	17	4	1	9	17	2	16	9	4	1
miR-4774-5p	0	9	2	1	6	3	4	15	15	0	1	0	2	3	2	9	0	13	0	2	0
miR-4785-5p	0	9	10	9	2	22	0	5	6	10	7	0	7	6	2	1	1	9	1	8	7
miR-4706-3p	0	9	16	2.25	6	16	1	1	3	7	8	0	8	1	4	0	0	2	3	0	3
miR-769-3p	0	9	5	21	21	2	1	11	8	8	5	24	16	12	10	8	0	4	13	4	26
miR-4756-3p	0	9	0	0	0	0	2	0	0	1	3	0	1	0	0	5	7	8	2	0	0
miR-4330-5p	0	9	0	0	1	3	0	4	1	3	7	0	0	1	0	6	0	2	0	3	0
miR-508-3p	0	9	29	3	21	6	1	15	73	6	18	0	122	1	49	2	13	1	12	4	0
miR-6858-3p	0	9	3	2	5	4	0	4	0	1	0	0	3	0	1	4	0	0	0	3	5
miR-551a-3p	0	9	1	1	3	4	1	0	0	0	2	0	2	1	2	0	0	0	0	4	2
miR-936-5p	0	9	2	0	0	0	2	3	0	1	0	0	2	2	1	0	0	0	0	0	0
miR-509-3-5p	0	9	19	0	18	0	0	1	19	3	0	0	35	0	4	0	0	5	1	0	0
miR-153-3p	0	9	0	0	1	0	0	0	2	1	1	0	4	0	2	0	17	2	5	0	1
miR-6832-5p	0	9	3	5	12	0	3	10	12	3	11	0	8	0	8	1	0	8	11	0	2
miR-4662a-3p	0	9	4	2	8	0	0	0	6	8	0	0	3	1	6	2	0	2	0	0	3
miR-4719-5p	0	9	0	1	0	0	3	2	3	0	1	0	0	0	1	0	1	1	0	0	0
miR-4301-5p	0	9	7	2	3	0	25	11	17	10	2	4	4	0	9	8	12	25	4	1	9
miR-548az-5p	0	8.757575758	12	6	9	9	4	10	21	4	14	5	18.06060606	8.333333333	20	8.5	8.181818182	17	9	15	11
miR-548c-5p	0	8.666666667	5	0	0	7	2	27.33333333	7	20	14.66666667	3	10	0	3	5	3	6	7	0	0
miR-378b-3p	0	8.333333333	0	5	4.333333333	3	5.666666667	6	4.666666667	2	2.333333333	0.333333333	15.33333333	11	8.333333333	3.333333333	3	1	2	6.333333333	4.666666667
miR-4641-3p	0	8	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
miR-3913-5p	0	8	1	9	4	39	14	29	0	6	10	5	12	18	8	1	0	15	6	4	3
miR-1287-3p	0	8	3	0	3	0	0	2	1	4	0	0	0	0	1	0	2	1	0	0	0
miR-3197-5p	0	8	2	3	2	0	1	2	0	0	2	0	1	0	2	3	0	1	1	4	1
miR-936-3p	0	8	0	9	1	0	0	2	0	3	0	0	1	0	0	4	0	3	0	0	0
miR-1272-3p	0	8	9	11	3	0	2	4	4	3	16	9	2	0	9	4	8	4	1	1	9
miR-6869-3p	0	8	3	2	1	0	6	1	0	0	0	6	5	7	1	8	7	13	5	5	0
miR-363-5p	0	8	1	5	2	0	0	0	5	2	0	3	7	0	1	1	0	2	0	0	2
miR-6737-3p	0	8	8	3	6	0	1	7	6	11	11	4	2	4	2	1	7	16	1	12	0
miR-1285-3p	0	8	1	2	4	11	0	6	0	7	4	0	0	2	0	0	4	0	0	0	0
miR-4732-5p	0	8	3	0	0	10	0	4	3	5	9	0	2	5	2	2	9	10	2	0	2
miR-4466-5p	0	8	11	12	7	11	4	3	4	3	6	5	1	7	9	9	8	26	8	29	5
miR-6835-3p	0	8	0	0	4	0	0	0	0	2	0	0	0	0	1	0	0	0	4	0	1
miR-548aq-3p	0	8	1.8	2	6.25	3.25	6	10.2	6.714285714	5.5	6	1	5	0	2.2	2	0	2	0	0	0
miR-6846-5p	0	8	4	2	1	0	8	0	5	2	0	0	8	0	0	1	1	13	1	3	0
miR-6868-3p	0	8	0	1	0	4	0	11	19	20	5	4	8	6	7	10	0	14	0	0	3
miR-4525-3p	0	8	2	5	0	7	9	5	6	4	3	0	0	2	3	0	0	0	3	15	2
miR-548bc	0	8	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0
miR-6133-5p	0	8	0	1	2	5	0	5	7	3	0	0	10	4	2	0	7	0	6	0	0
miR-7156-3p	0	8	19	3	1	7	5	3	11	2	2	0	7	0	13	3	0	11	4	0	7
miR-3678-5p	0	8	1	0	0	0	0	11	2	0	2	0	3	2	1	0	1	2	3	5	4
miR-6780a-3p	0	8	5	10	5	1	3	12	4	5	3	0	9	1	6	3	3	2	0	5	1
miR-3125-5p	0	8	3	7	20	3	2	4	2	8	10	19	4	11	6	4	0	8	4	3	0
miR-519b-5p	0	8	0	5	6	4	8	0	0	2	3	18	4	5	0	2	0	2	0	0	0
miR-299-5p	0	8	4	2	7	0	4	1	20	9	3	0	12	4	7	0	6	5	0	0	0
miR-3614-5p	0	8	1	2	3	4	6	9	4	2	8	18	6	6	0	8	0	8	5	0	1
miR-548a-3-3p	0	8	7	4	10	3	5	9	11	8	11	2	4	0	6	2	0	25	2	0	0
miR-3688-2-3p	0	8	10	0	0	25	9	8	19	14	6	12	4	5	9	4	0	7	5	4	3
miR-641-3p	0	8	2	3	6	3	0	5	2	15	2	0	6	0	4	1	0	0	0	2	0
miR-6884-5p	0	8	8	6	3	3	3	9	1	6	6	1	10	5	11	11	3	6	2	2	3
miR-184-5p	0	8	5	3	3	0	0	2	4	0	1	0	0	1	0	0	0	0	0	0	0
miR-3619-5p	0	8	2	0	1	0	0	3	0	0	2	5	2	0	0	1	0	1	0	0	1
miR-4796-3p	0	8	1	2	11	0	0	3	2	10	0	3	0	1	1	4	6	0	0	0	0
miR-6777-3p	0	8	1	0	8	1	6	13	2	2	0	0	3	1	0	0	0	3	4	5	2
miR-545-5p	0	8	0	1	4	0	1	5	3	0	1	2	4	4	3	0	9	4	0	11	0
miR-7978-3p	0	8	4	0	3	0	0	5	0	1	5	0	1	0	1	0	0	0	0	0	0
miR-3158-3p	0	8	5	2	5	13	6	3	7	14	8	0	20	8	7	0	0	13	1	0	0
miR-6753-3p	0	8	10	22	20	10	11	9	5	6	3	42	15	17	11	3	7	5	4	23	18
miR-4313-5p	0	8	4	9	10	22	5	9	9	8	12	5	8	6	3	0	7	0	3	6	13
miR-548bc-3p	0	8	7	0	4	24.33333333	10	3	13	26	3	0	25	0	3	2	0	15	1	0	14
miR-6730-5p	0	8	0	2	2	0	5	0	6	5	3	0	0	0	1	0	0	0	4	1	0
miR-1289-1-5p	0	8	0	5	3	0	0	4	0	0	1	7	4	0	0	2	0	4	0	0	0
miR-3150a-3p	0	8	7	0	5	0	0	1	6	2	2	19	2	7	1	0	0	0	2	1	1
miR-4512-3p	0	8	3	8	4	1	1	6	2	4.333333333	4	14.66666667	7	0	2	8	1	4	0	0	0
miR-3140-3p	0	8	12	18	7	32	7	14	26	4	9	16	6	0	26	10	0	13	29	9	21
miR-6739-3p	0	8	3	2	2	0	2	1	0	0	5	1	1	0	0	0	0	0	1	0	0
miR-4318-3p	0	8	12	0	17	8	8	7	3	5	1	3	8	7	1	2	0	1	2	0	2
miR-650-3p	0	8	2	8.75	4	15	4	15	6	11	5	0	18	3	11	11	10	10	2	1	0
miR-8485-5p	0	8	7	0	2	0	0	10	13	14	6	0	8	2	3	1	0	3	0	0	5.5
miR-3610-3p	0	8	7	9	9	17	1	5	5	9	3	11	4	4	1	4	0	2	10	21	12
miR-3199-2-5p	0	8	5	6	8	0	1	3	0	4	1	0	0	0	1	0	11	3	0	7	0
miR-8071-3p	0	8	1	16	6	29	14	7	8	15	7	2	6	6	8	3	6	5	6	39	15
miR-548l-5p	0	8	4	0	8	7	3	4	8	3	0	0	10	4	2	1	0	8	0	0	0
miR-4490-3p	0	8	4	6	0	8	0	5	2	2	2	12	0	0	1	0	0	0	0	3	4
miR-935-5p	0	8	0	1	0	5	2	4	0	0	1	9	11	5	1	0	0	6	5	3	0
miR-6770-3-3p	0	8	0	8	14	0	14	11	7	0	2	0	7	1	0	1	8	1	7	17	11
miR-5001-5p	0	8	3	3	11	16	6	4	9	7	21	12	13	5	1	0	0	3	2	3	9.5
miR-548b-5p	0	8	6	10.33333333	6.5	0	5.5	13	20	5	14	4	7	5	3	3	4	4.5	5	0	8
miR-500b-3p	0	7.5	0	3	0	6	4	9	8	1	0	0	22	3	1	4	0	4	0	0	1
miR-4317-5p	0	7.5	1	2	5	0	2.5	0.5	0.5	2	2	0	3	0	1	0.5	2	3.5	0	0	0
miR-3158-2-5p	0	7	4	1	0	0	0	1	0	1	0	8	0	0	3	0	0	0	3	0	0
miR-1182-3p	0	7	3	0	0	9	1	1	6	0	1	1	7	0	0	4	0	0	1	1	4
miR-3181-5p	0	7	1	8	0	0	0	8	1	2	8	4	10	0	3	7	0	3	6	4	1
miR-4308-5p	0	7	5	0	4	0	1	1	2	0	1	0	5	1	4	2	0	2	4	0	3
miR-3915-3p	0	7	0	2	0	4	3	7	0	0	0	0	2	0	0	1	0	1	2	0	1
miR-4453-3p	0	7	3	4	0	0	1	0	0	1	1	0	3	0	4	2	0	8	3	0	0
miR-376c-5p	0	7	3	2	1	6	2	3	10	13	2	0	12	7	2	0	0	10	4	0	0
miR-1265-3p	0	7	0	0	2	0	0	0	3	6	7	0	1	4	1	1	0	0	1	0	4
miR-6715b-3p	0	7	13	8	11	1	1	19	6	1	3	6	18	5	6	5	0	7	8	0	41
miR-597-3p	0	7	2	3	0	6	2	10	0	9	0	5	0	0	0	1	0	4	6	4	1
miR-802-5p	0	7	1	2	15	0	1	0	0	0	0	0	0	0	0	5	0	1	0	0	0
miR-8086-5p	0	7	0	2	0	0	0	0	0	0	0	0	4	2	0	1	0	0	2	0	0
miR-1255a-5p	0	7	8	6	15	3	3	2	7	6	15	0	12	7	9	8	3	9	2	3	1
miR-12129-3p	0	7	0	1	1	0	7	0	0	6	0	2	1	0	1	0	0	7	0	1	2
miR-4299-3p	0	7	2	6	0	4	1	4	6	1	3	8	0	1	7	7	0	4	15	2	10
miR-4781-3p	0	7	0	2	1	0	0	3	8	10	0	0	5	8	4	1	0	1	2	3	0
miR-873-5p	0	7	18	5	2	0	0	8	13	13	2	0	52	1	6	2	0	7	13	0	0
miR-3912-5p	0	7	3	0	6	0	1	2	0	5	1	0	0	0	0	0	20	0	1	1	0
miR-106a-3p	0	7	8	18	11	28	9	15	40	14	4	17	24	8	9	3	0	27	7	5	13
miR-4325-5p	0	7	10	0	2	1	3	6	2	13	4	0	13	3	11	5	2	10	1	0	3
miR-6515-3p	0	7	3	0	11	0	0	2	2	6	3	8	1	0	3	0	0	1	0	0	0
miR-4637-5p	0	7	0	0	3	11	0	0	0	2	0	0	0	0	2	0	6	4	0	0	0
miR-1206-3p	0	7	5	0	0	0	0	3	1	9	2	0	1	0	1	3	0	0	0	0	4
miR-6826-3p	0	7	4	6	8	5	1	6	0	1	7	0	2	2	3	0	16	7	3	0	5
miR-1303	0	7	9	0	5	9	3	5	2	10	35	5	11	10	8	6	0	8	2	0	0
miR-4663-3p	0	7	4	0	7	3	8	2	0	3	0	3	7	1	5	0	9	6	2	0	6
miR-4536-2-3p	0	7	1	0	0	0	0	9	1	2	1	0	0	0	0	0	0	0	0	0	0
miR-1285-2-3p	0	7	6	4	6	0	0	4	2	4	3	0	10	2	2	1	0	3	1	6	0
miR-1914-5p	0	7	0	2	4	6	6	0	1	3	6	18	3	1	4	1	0	1	3	9	11
miR-610-5p	0	7	0	0	2	4	3	13	0	3	0	8	0	4	4	0	0	0	0	0	4
miR-5004-3p	0	7	1	0	4	4	0	8	0	1	9	0	1	0	1	1	0	1	3	5	0
miR-3651-3p	0	7	6	12	7	7	15	16	12	4	11	3	21	0	8	9	12	10	0	0	6
miR-3173-3p	0	7	0	4	2	0	0	12	0	7	0	0	0	0	0	0	0	5	3	0	0
miR-1233-2-3p	0	7	3	1	3	0	5	2	0	0	15	0	2	2	0	0	0	2	0	1	1
miR-2276-3p	0	7	1	0	10	1	0	10	3	0	8	0	16	0	1	1	0	4	0	3	3
miR-3159-5p	0	7	0	0	0	0	0	0	1	0	0	1	1	1	11	1	0	0	0	0	0
miR-218-1-3p	0	7	7	8	11	9	1	7	41	23	23	0	13	1	11	0	0	41	4	0	0
miR-6069-5p	0	7	2	8	1	0	7	5	2	1	7	24	4	9	2	5	0	0	5	8	4
miR-4679-1-3p	0	7	2	0	0	0	0	9	3	3	0	0	0	0	0	0	0	1	0	0	3
miR-5191-3p	0	7	1	1	2	12	6	9	6	3	10	12	0	2	2	1	0	5	5	5	18
miR-513c-5p	0	7	2	0	5	6	0	1	9	0	0	0	11	1	0	4	0	3	0	0	0
miR-548x-2-5p	0	7	1	0	2	0	0	1	2	0	5	0	8	0	1	1	0	0	0	0	0
miR-4310-5p	0	7	3	3	1	6	0	9	0	5	3	4	2	0	1	3	24	0	1	0	1
miR-8064-3p	0	7	3	5	4	14	0	2	6	2	5	13	9	6	10	1	0	10	11	5	6
miR-4682-5p	0	7	10	2	6	3	4	7	1	11	6	1	25	1	1	0	0	4	1	1	1
miR-1298-3p	0	7	1	1	0	10	7	10	4	1	1	12	17	5	3	2	0	2	1	1	0
miR-1302-11-5p	0	7	0	0	2	0	1	3	2	7	0	0	0	0	0	1	0	5	2	0	0
miR-3135a-5p	0	7	2	3	12	2	1	0	10	0	8	7	9	4	5	1	0	11	0	0	6
miR-1294-5p	0	7	7	0	7	5	2	2	5	13	1	2	10	0	1	2	0	12	8	0	7
miR-3925-3p	0	7	0	0	2	0	0	0	12	0	0	0	11	0	3	1	0	3	0	0	7
miR-564-5p	0	7	2	10	0	18	1	3	1	0	5	0	3	14	2	1	4	7	4	4	0
miR-6735-3p	0	7	2	1	4	0	5	6	5	16	5	6	0	6	3	1	2	5	1	0	0
miR-6740-3p	0	7	1	1	2	0	3	3	6	6	1	0	3	0	1	1	0	1	0	1	1
miR-5047-5p	0	7	0	0	0	2	0	1	3	0	1	4	0	1	0	0	0	0	0	0	0
miR-4644-3p	0	7	4	1	5	3	0	4	0	2	14	0	1	0	1	2	0	4	7	15	9
miR-614-3p	0	7	7	2	0	6	0	0	6	5	6	0	1	0	8	7	17	11	11	7	9
miR-6129-5p	0	7	3	0	0	0	0	1	0	0	0	0	4	0	0	0	6	2	0	1	0
miR-1305-3p	0	7	9	1	0	0	1	6	6	0	0	1	0	0	2	1	1	4	0	0	0
miR-6130-5p	0	7	1	0	3	15	0	8	0	0	0	0	0	0	2	0	0	0	0	0	2
miR-487a-5p	0	7	8	0	1	0	0	1	2	2	0	0	10	2	4	0	8	3	4	8	15
miR-4636-5p	0	7	9	0	23	0	7	8	4	8	10	0	6	6	5	1	0	9	2	0	0
miR-4755-5p	0	7	0	0	8	0	0	1	2	0	0	0	5	5	0	0	2	3	3	0	3
miR-4781-5p	0	7	17	7	8	0	3	19	8	25	18	0	6	5	7	10	6	12	2	0	0
miR-6755-5p	0	7	3	4	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0
miR-4329-5p	0	7	0	6	0	4	1	1	0	1	0	0	4	0	1	2	0	0	3	0	4
miR-3974-5p	0	7	8	1	8	3	4	7	3	1	18	0	11	0	7	7	0	16	2	0	4
miR-3155a-5p	0	7	6	0	19	1	0	6	5	5	0	3	4	0	0	0	0	0	1	0	3
miR-632-3p	0	7	12	5	2	2	0	7	1	0	1	7	9	4	3	1	12	2	0	1	11
miR-133a-3p	0	7	11	0	4	4	3	0	14	7	6	0	13	0	4	1	10	8	11	1	0
miR-4478-5p	0	7	1	7	2	24	0	4	5	0	3	21	4	8	11	3	0	0	5	4	5
miR-548ax-5p	0	7	5	0	6	0	0	1	0	2	0	0	2	0	1	1	0	3	0	2	3
miR-6854-5p	0	7	0	0	9	3	0	11	2	1	4	7	2	2	5	0	0	0	0	0	0
miR-3974-3p	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
